RUT,Error,RazonSocial,TipoSubtipo,Actividades,RutConfirmado
715902001,,ASOC GREMIAL DE PRODUCTORES CINEMATOGRAFICOS DE CHILE A G,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,591400 - Actividades de Exhibicion de Peliculas Cinematograficas y Cintas de Video 702000 - Actividades de Consultoria de Gestion 949909 - Actividades de Otras Asociaciones N.C.P.,71.590.200-1
716140008,,UNIVERSIDAD DE LOS ANDES,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 853120 - Enseñanza Superior En Universidades Privadas 861020 - Actividades de Hospitales y Clinicas Privadas,71.614.000-8
716302008,,CORP DE DESARROLLO TECNOLOGICO,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"702000 - Actividades de Consultoria de Gestion 731001 - Servicios de Publicidad Prestados Por Empresas 749009 - Otras Actividades Profesionales, Cientificas y Tecnicas N.C.P. 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P.",71.630.200-8
716319008,,UNIVERSIDAD SAN SEBASTIAN,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"477399 - Venta Al Por Menor de Otros Productos En Comercios Especializados N.C.P. 681012 - Compra, Venta y Alquiler (excepto Amoblados) de Inmuebles 750001 - Actividades de Clinicas Veterinarias 772900 - Alquiler de Otros Efectos Personales y Enseres Domesticos (incluye Mobiliario para Eventos) 774000 - Arrendamiento de Propiedad Intelectual y Similares, Excepto Obras Protegidas Por Derechos de Autor 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 853120 - Enseñanza Superior En Universidades Privadas 862021 - Centros Medicos Privados (establecimientos de Atencion Ambulatoria) 862022 - Centros de Atencion Odontologica Privados (establecimientos de Atencion Ambulatoria) 869010 - Actividades de Laboratorios Clinicos y Bancos de Sangre",71.631.900-8
716333000,,UNIVERSIDAD AUTONOMA DE CHILE,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,853120 - Enseñanza Superior En Universidades Privadas,71.633.300-0
716443000,,UNIVERSIDAD DEL DESARROLLO,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 722000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Sociales y Las Humanidades 853120 - Enseñanza Superior En Universidades Privadas,71.644.300-0
716454002,,FUND PARA LA TRANSFERENCIA TECNOLOGICA,Org. Sin Fines de Lucro 813 - Fundacion,"949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",71.645.400-2
71647500,Sin resultados,,,,
716493008,,CORP CENTRO INTERNACIONAL DE BIOMEDICINA ICC,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 722000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Sociales y Las Humanidades,71.649.300-8
717047001,,UNIVERSIDAD DEL PACIFICO EN LIQUIDACION,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,853201 - Enseñanza Superior En Institutos Profesionales,71.704.700-1
717070003,,CORP PARA EL DESARROLLO DE LA INGENIERIA EN ARICA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,711002 - Empresas de Servicios de Ingenieria y Actividades Conexas de Consultoria Tecnica 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 941200 - Actividades de Asociaciones Profesionales,71.707.000-3
717626001,,ASOC DE INDUSTRIALES DE IQUIQUE A G,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,702000 - Actividades de Consultoria de Gestion 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P.,71.762.600-1
717785002,,CORPORACION PARA EL DESARROLLO DE LA UNIVERSIDAD DE ATACAMA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"477399 - Venta Al Por Menor de Otros Productos En Comercios Especializados N.C.P. 702000 - Actividades de Consultoria de Gestion 773009 - Alquiler de Otros Tipos de Maquinarias y Equipos Sin Operario N.C.P. 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas 949909 - Actividades de Otras Asociaciones N.C.P. 960909 - Otras Actividades de Servicios Personales N.C.P.",71.778.500-2
717872002,,CENTRO DE EDUCACION Y TECNOLOGIA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,702000 - Actividades de Consultoria de Gestion 721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 854909 - Otros Tipos de Enseñanza N.C.P.,71.787.200-2
718006007,,FEDERACION INTERREGIONAL DE PESCADORES ARTESANALES DEL SUR -VALDIVIA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"031140 - Servicios Relacionados con La Pesca Maritima 102020 - Elaboracion y Conservacion de Salmonidos 102060 - Elaboracion y Procesamiento de Algas 353002 - Elaboracion de Hielo (excepto Fabricacion de Hielo Seco) 463013 - Venta Al Por Mayor de Productos Del Mar (pescados, Mariscos y Algas) 472104 - Venta Al Por Menor En Comercios Especializados de Pescado, Mariscos y Productos Conexos 479100 - Venta Al Por Menor Por Correo, Por Internet y Via Telefonica 479909 - Otras Actividades de Venta Por Menor No Realizadas En Comercios, Puestos de Venta o Mercados N.C.P. 492300 - Transporte de Carga Por Carretera 522120 - Explotacion de Estacionamientos de Vehiculos Automotores y Parquimetros 522200 - Actividades de Servicios Vinculadas Al Transporte Acuatico 522400 - Manipulacion de La Carga 561000 - Actividades de Restaurantes y de Servicio Movil de Comidas 702000 - Actividades de Consultoria de Gestion 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 900001 - Servicios de Produccion de Obras de Teatro, Conciertos, Espectaculos de Danza, Otras Prod. Escenicas 932909 - Otras Actividades de Esparcimiento y Recreativas N.C.P. 949909 - Actividades de Otras Asociaciones N.C.P.",71.800.600-7
719158005,,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 853120 - Enseñanza Superior En Universidades Privadas 862021 - Centros Medicos Privados (establecimientos de Atencion Ambulatoria) 862031 - Servicios de Medicos Prestados de Forma Independiente 869010 - Actividades de Laboratorios Clinicos y Bancos de Sangre 900001 - Servicios de Produccion de Obras de Teatro, Conciertos, Espectaculos de Danza, Otras Prod. Escenicas",71.915.800-5
71918300,Sin resultados,,,,
719187005,,UNIVERSIDAD CATOLICA DE TEMUCO,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"012900 - Cultivo de Otras Plantas Perennes 032110 - Cultivo y Crianza de Peces Marinos 329000 - Otras Industrias Manufactureras N.C.P. 476101 - Venta Al Por Menor de Libros En Comercios Especializados 479909 - Otras Actividades de Venta Por Menor No Realizadas En Comercios, Puestos de Venta o Mercados N.C.P. 591300 - Actividades de Distribucion de Peliculas Cinematograficas, Videos y Programas de Television 591400 - Actividades de Exhibicion de Peliculas Cinematograficas y Cintas de Video 721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 722000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Sociales y Las Humanidades 750001 - Actividades de Clinicas Veterinarias 803000 - Actividades de Investigacion (incluye Actividades de Investigadores y Detectives Privados) 823000 - Organizacion de Convenciones y Exposiciones Comerciales 853120 - Enseñanza Superior En Universidades Privadas 869010 - Actividades de Laboratorios Clinicos y Bancos de Sangre",71.918.700-5
71920600,Sin resultados,,,,
719319009,,FUND TRABAJO PARA UN HERMANO,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,949909 - Actividades de Otras Asociaciones N.C.P.,71.931.900-9
719486002,,CAMARA DE TURISMO REGION DE COQUIMBO ASOCIACION GREMIAL,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas 949909 - Actividades de Otras Asociaciones N.C.P.",71.948.600-2
719846009,,SANTIAGO CONVENTION BUREAU A G,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,949909 - Actividades de Otras Asociaciones N.C.P.,71.984.600-9
720071002,,CORP DEL NORTE PARA EL DESARROLLO E INTEGRACION CORDENOR,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,949909 - Actividades de Otras Asociaciones N.C.P.,72.007.100-2
720120003,,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,853120 - Enseñanza Superior En Universidades Privadas,72.012.000-3
720279002,,FUNDACION EMPRENDER,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"854909 - Otros Tipos de Enseñanza N.C.P. 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",72.027.900-2
721511006,,FUND EMPRESARIAL COMUNIDAD EUROPEA CHILE,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,681011 - Alquiler de Bienes Inmuebles Amoblados o con Equipos y Maquinarias 702000 - Actividades de Consultoria de Gestion 854902 - Servicios Personales de Educacion,72.151.100-6
721738000,,FUND PARA EL DESARROLLO FRUTICOLA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,016100 - Actividades de Apoyo A La Agricultura 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P.,72.173.800-0
723736005,,FUNDACION  EDUCACION EMPRESA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,854902 - Servicios Personales de Educacion,72.373.600-5
724210007,,FUNDACION PARENTESIS,Org. Sin Fines de Lucro 813 - Fundacion,861020 - Actividades de Hospitales y Clinicas Privadas 862021 - Centros Medicos Privados (establecimientos de Atencion Ambulatoria) 869091 - Otros Servicios de Atencion de La Salud Humana Prestados Por Empresas 872000 - Actividades de Atencion En Instituciones para Personas con Discapacidad Mental y Toxicomanos 949909 - Actividades de Otras Asociaciones N.C.P.,72.421.000-7
725299001,,RED UNIVERSITARIA NACIONAL,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,619090 - Otras Actividades de Telecomunicaciones N.C.P. 620200 - Actividades de Consultoria de Informatica y de Gestion de Instalaciones Informaticas 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P.,72.529.900-1
727389008,Sin resultados,,,,
727511008,,CENTRO DE ENVASES Y EMBALAJES DE CHILE,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,581100 - Edicion de Libros 702000 - Actividades de Consultoria de Gestion 960909 - Otras Actividades de Servicios Personales N.C.P.,72.751.100-8
730641001,,"SERVICIO EVANGELICO PARA EL DESARROLLO, SEPADE",Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"681011 - Alquiler de Bienes Inmuebles Amoblados o con Equipos y Maquinarias 681012 - Compra, Venta y Alquiler (excepto Amoblados) de Inmuebles 692000 - Actividades de Contabilidad, Teneduria de Libros y Auditoria, Consultoria Fiscal 949909 - Actividades de Otras Asociaciones N.C.P.",73.064.100-1
730661002,,FUND MERCATOR,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,722000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Sociales y Las Humanidades,73.066.100-2
731040001,,ASOC DE LA INDUSTRIA ELECTRICA-ELECTRONICA DE CHILE A G,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,949909 - Actividades de Otras Asociaciones N.C.P.,73.104.000-1
731080003,,CORP CULTURAL BALMACEDA DOCE QUINCE,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"464905 - Venta Al Por Mayor de Libros 476101 - Venta Al Por Menor de Libros En Comercios Especializados 477409 - Venta Al Por Menor de Otros Articulos de Segunda Mano En Comercios N.C.P. 591200 - Actividades de Postproduccion de Peliculas Cinematograficas, Videos y Programas de Television 681012 - Compra, Venta y Alquiler (excepto Amoblados) de Inmuebles 900001 - Servicios de Produccion de Obras de Teatro, Conciertos, Espectaculos de Danza, Otras Prod. Escenicas 949909 - Actividades de Otras Asociaciones N.C.P.",73.108.000-3
73112700,Sin resultados,,,,
731161003,,INSTITUTO DE LA CONSTRUCCION,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,477399 - Venta Al Por Menor de Otros Productos En Comercios Especializados N.C.P. 722000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Sociales y Las Humanidades 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P.,73.116.100-3
731241007,,FUND CIENCIA PARA LA VIDA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,722000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Sociales y Las Humanidades 854909 - Otros Tipos de Enseñanza N.C.P.,73.124.100-7
732973001,,FUND MINERA ESCONDIDA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,949909 - Actividades de Otras Asociaciones N.C.P.,73.297.300-1
735377000,,ORGANIZACION NO GUBERNAMENTAL DE DESARROLLO SIMON DE CIRENE,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"702000 - Actividades de Consultoria de Gestion 854909 - Otros Tipos de Enseñanza N.C.P. 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",73.537.700-0
737551008,,CORP CHILENA DEL VINO ASOCIACION GREMIAL,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,477399 - Venta Al Por Menor de Otros Productos En Comercios Especializados N.C.P. 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 960909 - Otras Actividades de Servicios Personales N.C.P.,73.755.100-8
73900800,Sin resultados,,,,
74191400,Sin resultados,,,,
742893006,,INSTITUTO CHILENO DE CAMPOS DE HIELO,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"492290 - Otras Actividades de Transporte de Pasajeros Por Via Terrestre N.C.P. 551001 - Actividades de Hoteles 562900 - Suministro Industrial de Comidas Por Encargo, Concesion de Servicios de Alimentacion 722000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Sociales y Las Humanidades 803000 - Actividades de Investigacion (incluye Actividades de Investigadores y Detectives Privados) 853201 - Enseñanza Superior En Institutos Profesionales 910100 - Actividades de Bibliotecas y Archivos",74.289.300-6
744947006,,CORP SANTIAGO INNOVA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"702000 - Actividades de Consultoria de Gestion 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",74.494.700-6
753322000,,FEDERACION GREMIAL NACIONAL DE PRODUCTORES DE LECHE,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,581100 - Edicion de Libros 823000 - Organizacion de Convenciones y Exposiciones Comerciales 949909 - Actividades de Otras Asociaciones N.C.P. 960909 - Otras Actividades de Servicios Personales N.C.P.,75.332.200-0
75335400,Sin resultados,,,,
754472006,,COLEGIO DE GESTION Y ADMINISTRACION INMOBILIARIA A G,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"661903 - Empresas de Asesoria y Consultoria En Inversion Financiera, Sociedades de Apoyo Al Giro 702000 - Actividades de Consultoria de Gestion 731001 - Servicios de Publicidad Prestados Por Empresas 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 854909 - Otros Tipos de Enseñanza N.C.P.",75.447.200-6
755702005,,CORP DE DESARROLLO PRO O'HIGGINS,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"731001 - Servicios de Publicidad Prestados Por Empresas 949903 - Fundaciones y Corporaciones, Asociaciones Que Promueven Actividades Culturales o Recreativas",75.570.200-5
755794007,,CORP MUSEO DEL SALITRE,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P. 910100 - Actividades de Bibliotecas y Archivos 949909 - Actividades de Otras Asociaciones N.C.P.,75.579.400-7
756524003,,CORP CULTURAL METROARTE,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,949909 - Actividades de Otras Asociaciones N.C.P.,75.652.400-3
757045001,,CORP ASOCIACION CHILENA PRONACIONES UNIDAS,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,949909 - Actividades de Otras Asociaciones N.C.P.,75.704.500-1
759163001,,ASOCIACION INDIGENA AYMARA DE PRODUCTORES JUIRA MARKA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,"472109 - Venta Al Por Menor En Comercios Especializados de Huevos, Confites y Productos Alimenticios N.C.P. 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P.",75.916.300-1
75963280,Sin resultados,,,,
759677706,,ORGANIZACION NO GUBERNAMENTAL DE DESARROLLO FUN OMORA O N G,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,464905 - Venta Al Por Mayor de Libros 476101 - Venta Al Por Menor de Libros En Comercios Especializados 722000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Sociales y Las Humanidades 910100 - Actividades de Bibliotecas y Archivos,75.967.770-6
759995104,,CIUDAD VIVA,Org. Sin Fines de Lucro 818 - Otra O.S.F.L.,829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P.,75.999.510-4
760000620,,PT&I CHILE S.A.,Persona Juridica Comercial 213 - Sociedades Anonimas Cerradas,702000 - Actividades de Consultoria de Gestion,76.000.062-0
760002585,,SOCIEDAD AGRICOLA Y COMERCIAL EL ALMENDRO LIMITADA,Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,"012112 - Cultivo de Uva Destinada A La Produccion de Vino 463020 - Venta Al Por Mayor de Bebidas Alcoholicas y No Alcoholicas 465300 - Venta Al Por Mayor de Maquinaria, Equipo y Materiales Agropecuarios 492300 - Transporte de Carga Por Carretera 561000 - Actividades de Restaurantes y de Servicio Movil de Comidas 701000 - Actividades de Oficinas Principales 771000 - Alquiler de Vehiculos Automotores Sin Chofer",76.000.258-5
760002755,,EXPORTADORA MAGNA TRADING S.A.,Persona Juridica Comercial 213 - Sociedades Anonimas Cerradas,463011 - Venta Al Por Mayor de Frutas y Verduras,76.000.275-5
760002976,,PROES SPA,Persona Juridica Comercial 223 - Sociedad Por Acciones,202909 - Fabricacion de Otros Productos Quimicos N.C.P. 239900 - Fabricacion de Otros Productos Minerales No Metalicos N.C.P. 431200 - Preparacion Del Terreno 711002 - Empresas de Servicios de Ingenieria y Actividades Conexas de Consultoria Tecnica 712009 - Otros Servicios de Ensayos y Analisis Tecnicos (excepto Actividades de Plantas de Revision Tecnica),76.000.297-6
760004650,,LABORATORIO DE ANALISIS Y ASESORIAS AGRICOLAS LABOQUIMTERRA LIMITADA,Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,016100 - Actividades de Apoyo A La Agricultura 462010 - Venta Al Por Mayor de Materias Primas Agricolas 466901 - Venta Al Por Mayor de Productos Quimicos 712009 - Otros Servicios de Ensayos y Analisis Tecnicos (excepto Actividades de Plantas de Revision Tecnica),76.000.465-0
760006203,,SOC AGROAPICOLA VALLEBENDITO LIMITADA,Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,014901 - Apicultura 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P.,76.000.620-3
760006556,,CONSULTORA HUAIQUIVILO LIMITADA,Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P.,76.000.655-6
760009199,,SOCIEDAD AGRICOLA Y VETERINARIA PATAGONIA LIMITADA,Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,"462020 - Venta Al Por Mayor de Animales Vivos 469000 - Venta Al Por Mayor No Especializada 477201 - Venta Al Por Menor de Productos Farmaceuticos y Medicinales En Comercios Especializados 477391 - Venta Al Por Menor de Alimento y Accesorios para Mascotas En Comercios Especializados 682000 - Actividades Inmobiliarias Realizadas A Cambio de Una Retribucion o Por Contrata 750001 - Actividades de Clinicas Veterinarias 771000 - Alquiler de Vehiculos Automotores Sin Chofer 812901 - Desratizacion, Desinfeccion y Exterminio de Plagas No Agricolas 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P.",76.000.919-9
760009512,,DISENO AUDIOVISUAL ALARCON&LANZAROTTI LIMITADA,Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,"591100 - Actividades de Produccion de Peliculas Cinematograficas, Videos y Programas de Television 741009 - Otras Actividades Especializadas de Diseño N.C.P. 772900 - Alquiler de Otros Efectos Personales y Enseres Domesticos (incluye Mobiliario para Eventos) 900001 - Servicios de Produccion de Obras de Teatro, Conciertos, Espectaculos de Danza, Otras Prod. Escenicas",76.000.951-2
760009946,,COMERCIALIZADORA Y EXPORTADORA FLOWERZONE CHILE LIMITADA,Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,"462010 - Venta Al Por Mayor de Materias Primas Agricolas 477397 - Venta Al Por Menor de Flores, Plantas, Arboles, Semillas y Abonos En Comercios Especializados 477399 - Venta Al Por Menor de Otros Productos En Comercios Especializados N.C.P. 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P.",76.000.994-6
760010413,,L&M SPA,Persona Juridica Comercial 223 - Sociedad Por Acciones,"431200 - Preparacion Del Terreno 643000 - Fondos y Sociedades de Inversion y Entidades Financieras Similares 813000 - Actividades de Paisajismo, Servicios de Jardineria y Servicios Conexos",76.001.041-3
76001298,Sin resultados,,,,
760014958,,SOCIEDAD PROFESIONAL EMATRIS CONSULTORES SPA.,Persona Juridica Comercial 223 - Sociedad Por Acciones,702000 - Actividades de Consultoria de Gestion,76.001.495-8
760018244,,PH INGENIERIA LIMITADA,Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,"465901 - Venta Al Por Mayor de Maquinaria Metalurgica, para La Mineria, Extraccion de Petroleo y Construccion 465909 - Venta Al Por Mayor de Otros Tipos de Maquinaria y Equipo N.C.P. 711002 - Empresas de Servicios de Ingenieria y Actividades Conexas de Consultoria Tecnica",76.001.824-4
760023965,Sin resultados,,,,
760026050,,"GENTE EXPRESA, ASESORIAS HABITACIONALES LIMITADA",Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,702000 - Actividades de Consultoria de Gestion,76.002.605-0
760030619,,ASESORIAS COMPUTACIONALES LIMITADA,Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,"620200 - Actividades de Consultoria de Informatica y de Gestion de Instalaciones Informaticas 631100 - Procesamiento de Datos, Hospedaje y Actividades Conexas 702000 - Actividades de Consultoria de Gestion",76.003.061-9
760034703,,SOC TURISMO WHALESOUND Y COMPANIA LIMITADA,Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,492240 - Servicios de Transporte A Turistas 522200 - Actividades de Servicios Vinculadas Al Transporte Acuatico 791100 - Actividades de Agencias de Viajes,76.003.470-3
760035297,,"INGENIERIA, ASESORIAS Y SERVICIOS LIMITADA",Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,"331209 - Reparacion de Otro Tipo de Maquinaria y Equipos Industriales N.C.P. 421000 - Construccion de Carreteras y Lineas de Ferrocarril 661903 - Empresas de Asesoria y Consultoria En Inversion Financiera, Sociedades de Apoyo Al Giro 773002 - Alquiler de Maquinaria y Equipo Agropecuario, Forestal, de Construccion E Ing. Civil, Sin Operarios",76.003.529-7
760047961,,"PRODUCCION EN VIVEROS, CULTIVO FORESTAL Y APICOLA, NERI CARRASCO E.I.R.L.",Persona Juridica Comercial 212 - Empr. Individual Resp. Ltda.,015000 - Cultivo de Productos Agricolas En Combinacion con La Cria de Animales (explotacion Mixta) 023000 - Recoleccion de Productos Forestales Distintos de La Madera 462010 - Venta Al Por Mayor de Materias Primas Agricolas,76.004.796-1
76005173,Sin resultados,,,,
760051926,,COMERCIAL CPR LIMITADA,Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,"103000 - Elaboracion y Conservacion de Frutas, Legumbres y Hortalizas 104000 - Elaboracion de Aceites y Grasas de Origen Vegetal y Animal (excepto Elaboracion de Mantequilla) 478100 - Venta Al Por Menor de Alimentos, Bebidas y Tabaco En Puestos de Venta y Mercados (incluye Ferias) 702000 - Actividades de Consultoria de Gestion 932909 - Otras Actividades de Esparcimiento y Recreativas N.C.P.",76.005.192-6
760053643,,GRANDES DESTINOS SPA,Persona Juridica Comercial 223 - Sociedad Por Acciones,"015000 - Cultivo de Productos Agricolas En Combinacion con La Cria de Animales (explotacion Mixta) 681012 - Compra, Venta y Alquiler (excepto Amoblados) de Inmuebles 702000 - Actividades de Consultoria de Gestion 791100 - Actividades de Agencias de Viajes",76.005.364-3
760059676,,MARINE GEL ANTARTIC S.A.,Persona Juridica Comercial 213 - Sociedades Anonimas Cerradas,"032120 - Cultivo, Reproduccion y Manejo de Algas Marinas 102060 - Elaboracion y Procesamiento de Algas 463013 - Venta Al Por Mayor de Productos Del Mar (pescados, Mariscos y Algas) 466909 - Venta Al Por Mayor de Desperdicios, Desechos y Otros Productos N.C.P.",76.005.967-6
76006159,Sin resultados,,,,
760069434,,SOCIEDAD DE PRESTACION DE SERVICIO DE FRIO LIMITADA,Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,"103000 - Elaboracion y Conservacion de Frutas, Legumbres y Hortalizas 472103 - Venta Al Por Menor En Comercios Especializados de Frutas y Verduras (verdulerias)",76.006.943-4
760070416,,SERVICIOS ALLSERVI LIMITADA,Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,016100 - Actividades de Apoyo A La Agricultura 477399 - Venta Al Por Menor de Otros Productos En Comercios Especializados N.C.P. 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P.,76.007.041-6
760072966,,QUIJADA Y QUIJADA ELEMENTO PATAGONIA LIMITADA,Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,110402 - Produccion de Aguas Minerales y Otras Aguas Embotelladas,76.007.296-6
760080519,Sin resultados,,,,
760081043,,INGENIERIA GESTION Y PROYECTOS LIMITADA,Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,"370000 - Evacuacion y Tratamiento de Aguas Servidas 433000 - Terminacion y Acabado de Edificios 681011 - Alquiler de Bienes Inmuebles Amoblados o con Equipos y Maquinarias 681012 - Compra, Venta y Alquiler (excepto Amoblados) de Inmuebles 711002 - Empresas de Servicios de Ingenieria y Actividades Conexas de Consultoria Tecnica 773009 - Alquiler de Otros Tipos de Maquinarias y Equipos Sin Operario N.C.P.",76.008.104-3
760081701,,ESPECIALIDADES INDUSTRIALES LIMITADA,Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,104000 - Elaboracion de Aceites y Grasas de Origen Vegetal y Animal (excepto Elaboracion de Mantequilla) 469000 - Venta Al Por Mayor No Especializada,76.008.170-1
760084506,,CREACHILE PROYECTOS E INGENIERÍA SPA,Persona Juridica Comercial 223 - Sociedad Por Acciones,"202100 - Fabricacion de Plaguicidas y Otros Productos Quimicos de Uso Agropecuario 282500 - Fabricacion de Maquinaria para La Elaboracion de Alimentos, Bebidas y Tabaco 282900 - Fabricacion de Otros Tipos de Maquinaria de Uso Especial 479100 - Venta Al Por Menor Por Correo, Por Internet y Via Telefonica 661903 - Empresas de Asesoria y Consultoria En Inversion Financiera, Sociedades de Apoyo Al Giro 702000 - Actividades de Consultoria de Gestion 711002 - Empresas de Servicios de Ingenieria y Actividades Conexas de Consultoria Tecnica 721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria",76.008.450-6
